name,Gold.ASP.Fitness,Gold.ASP.ASP,Gold.ASP.Map,Gold.ASP.DEClash,Gold.ASP.DEInternal,affinity
2fmb,57.7863,65.6100,-328.0500,2.9845,4.8393,8.7
3r7o,46.1756,49.9820,-249.9100,1.0667,2.7397,8.36
1kzk,46.5485,53.4500,-267.2500,3.4750,3.4265,10.39
4csd,30.0796,30.0820,-150.4100,-0.0000,0.0024,5.91
3zpu,46.3330,50.6640,-253.3200,2.1230,2.2080,8.38
3ekv,40.4277,45.1760,-225.8800,1.1076,3.6407,9.41
2o4s,50.5380,55.5220,-277.6100,3.5757,1.4083,10.51
1c5o,23.4498,23.4760,-117.3800,0.0000,0.0262,3.49
4ab9,10.8787,16.2500,-81.2500,5.0828,0.2885,3.33
3pwm,35.5651,45.8720,-229.3600,6.6035,3.7034,9.1
2i2b,33.5146,34.7340,-173.6700,1.0558,0.1636,2.44
4hdp,39.2917,46.3180,-231.5900,3.2514,3.7749,7.51
4wkb,48.1436,48.5580,-242.7900,0.0354,0.3791,11.57
3k02,82.2958,90.3180,-451.5900,0.3374,7.6847,5
4db7,28.3577,32.4060,-162.0300,3.2562,0.7921,6.56
2x6x,42.1053,44.8720,-224.3600,0.0042,2.7625,3.68
2z1w,23.7178,30.0360,-150.1800,5.9460,0.3722,4.08
1tlp,32.1510,45.1180,-225.5900,6.3882,6.5787,7.55
2vot,62.7140,67.2120,-336.0600,2.7404,1.7576,7.14
4azc,41.7147,42.5260,-212.6300,0.8073,0.0040,5.86
5egm,57.5796,60.9920,-304.9600,0.1723,3.2401,8.62
1i7z,36.1651,39.9880,-199.9400,2.6044,1.2185,6.4
1o2r,40.6778,45.1820,-225.9100,0.3811,4.1230,5.21
3a9i,16.9094,22.3480,-111.7400,4.8000,0.6386,4.15
1r6n,25.8376,38.3440,-191.7200,2.4837,10.0227,7.4
1n4h,25.9139,27.3000,-136.5000,0.0901,1.2960,6.55
2ews,72.0891,75.9760,-379.8800,0.9642,2.9227,6.62
3b26,26.6550,27.6420,-138.2100,0.0000,0.9870,6.64
3t0x,73.3047,75.5120,-377.5600,0.7148,1.4926,8
1aaq,36.5618,47.6760,-238.3800,8.1469,2.9672,8.4
3ckb,39.8733,44.2760,-221.3800,1.4454,2.9573,2.98
1utn,14.9051,14.9440,-74.7200,0.0276,0.0114,3.49
4xu1,74.5864,79.4320,-397.1600,1.0580,3.7876,9.49
4muv,47.2539,49.0240,-245.1200,1.7395,0.0306,5.76
2dw7,20.6578,31.7640,-158.8200,9.1965,1.9097,4.7
2isw,37.2306,42.5000,-212.5000,4.8731,0.3962,7.43
1swg,35.6322,36.3680,-181.8400,0.2775,0.4583,7.36
3arw,42.2003,44.0560,-220.2800,0.2788,1.5768,6.15
4m2u,31.7595,34.7420,-173.7100,1.8199,1.1626,8.04
3vw1,34.9992,42.0120,-210.0600,4.0063,3.0065,4.67
4g8v,22.9739,30.5120,-152.5600,7.0708,0.4673,5.8
4d8z,31.2867,34.4160,-172.0800,2.6239,0.5055,6.29
1ghy,31.4167,42.9840,-214.9200,9.3880,2.1793,8.1
1bma,39.4262,47.2800,-236.4000,3.6630,4.1908,4.59
1lkk,49.2464,54.1440,-270.7200,0.0089,4.8888,6.85
5afv,34.9092,39.6180,-198.0900,2.5789,2.1299,5.59
2a5b,42.5435,46.7760,-233.8800,2.1955,2.0371,3.93
4ggz,39.7349,40.9500,-204.7500,0.5186,0.6965,10.18
1ct8,46.9710,55.1000,-275.5000,3.0975,5.0316,6.52
1ppk,36.4690,44.3860,-221.9300,4.4145,3.5024,7.66
2wed,30.3559,40.5960,-202.9800,5.8307,4.4094,6.1
1bty,24.8813,26.3320,-131.6600,1.3098,0.1409,4.74
4h3g,40.0711,42.6260,-213.1300,1.0145,1.5403,8.22
4pp5,29.9987,33.2100,-166.0500,0.0000,3.2113,7.74
2qta,67.3615,74.7700,-373.8500,5.6779,1.7307,5.76
3i6o,44.9794,51.0380,-255.1900,4.6783,1.3803,10.35
4i9h,41.0333,52.1540,-260.7700,5.5289,5.5918,7.17
4cps,43.9175,55.8800,-279.4000,6.2671,5.6954,8.27
2y7z,35.6747,43.8180,-219.0900,4.8580,3.2853,8.7
1gz4,40.6312,45.2060,-226.0300,1.4188,3.1559,3.7
1d4y,34.6469,45.8560,-229.2800,5.2423,5.9667,11.1
3po1,24.6089,30.5060,-152.5300,0.4918,5.4053,4.02
4nwc,31.4411,36.4620,-182.3100,4.0428,0.9781,5.76
3obx,41.6337,57.4520,-287.2600,3.0649,12.7533,3.89
4p5z,50.4877,61.3680,-306.8400,4.5421,6.3382,7.41
2vyt,16.7341,18.1600,-90.8000,0.9698,0.4561,2.74
2q38,22.6981,25.5340,-127.6700,2.8359,0.0000,5.23
3ebo,43.4413,43.8420,-219.2100,0.0727,0.3279,4.72
5a2i,26.4025,39.9500,-199.7500,4.0913,9.4562,5.06
4bao,54.4660,60.3200,-301.6000,3.1213,2.7327,8.37
2zwz,39.9276,42.5440,-212.7200,2.4143,0.2022,7.79
4aji,23.9814,28.6580,-143.2900,2.4653,2.2114,3.55
3s78,23.8441,25.8340,-129.1700,0.8413,1.1487,6.47
2qrp,38.0406,38.2420,-191.2100,0.0009,0.2005,6.2
3fwv,41.8867,46.9420,-234.7100,0.1724,4.8829,5.64
4wrb,49.7118,51.4600,-257.3000,1.1507,0.5975,6.19
3p3g,40.3663,48.4720,-242.3600,7.4241,0.6817,9.74
3vha,29.5900,29.5900,-147.9500,0.0000,0.0000,7.4
3g19,17.0120,24.8000,-124.0000,2.6915,5.0965,6.67
2qm9,28.6349,42.5300,-212.6500,8.9753,4.9198,7.77
1h4w,27.0830,28.2140,-141.0700,1.0335,0.0975,4.66
3uxl,7.9487,22.6280,-113.1400,14.6108,0.0685,5.57
1yds,27.9277,32.9380,-164.6900,0.0000,5.0103,5.92
1hpx,37.8858,47.9280,-239.6400,3.9996,6.0427,11.26
1sl3,44.6778,56.2860,-281.4300,2.3374,9.2709,11.85
1ec2,64.7074,71.6840,-358.4200,2.3901,4.5866,10
1upf,16.8110,16.8760,-84.3800,0.0650,0.0000,4.6
8a3h,51.6454,54.9180,-274.5900,2.5759,0.6967,4.06
2i2c,56.5543,59.8020,-299.0100,1.8776,1.3701,4.7
4dhl,23.6231,29.6740,-148.3700,5.2409,0.8100,4.48
2v59,35.6692,39.9980,-199.9900,0.0069,4.3218,7.74
2ot1,14.0789,21.1900,-105.9500,0.8779,6.2332,4
4r76,25.8486,40.4420,-202.2100,13.1332,1.4602,7.85
4g0p,31.1564,33.3540,-166.7700,1.1975,1.0001,3.01
1vyg,27.9925,30.0440,-150.2200,0.4502,1.6013,8
2c94,59.8764,64.6180,-323.0900,0.2323,4.5092,6.82
2wva,55.0903,64.6600,-323.3000,5.8951,3.6746,10.7
2r0z,60.9827,71.0540,-355.2700,4.4480,5.6233,5.47
3vf7,43.0600,49.5000,-247.5000,2.4501,3.9899,9.1
3el1,48.3722,56.9900,-284.9500,2.1361,6.4816,9.64
2q2a,36.4927,37.7520,-188.7600,0.8939,0.3655,7.41
3sha,36.4524,40.6780,-203.3900,1.6062,2.6194,5.59
3ryv,27.0001,30.7340,-153.6700,1.6616,2.0724,7.07
4u69,29.0660,41.1740,-205.8700,10.6972,1.4107,4.26
2uyn,17.1792,19.8000,-99.0000,1.7905,0.8304,2.7
3mdz,28.6158,31.4360,-157.1800,1.3218,1.4984,9.1
4q4p,40.5523,42.1280,-210.6400,1.3749,0.2007,6.39
1ppm,47.3035,55.0240,-275.1200,2.0810,5.6395,5.8
3hvk,61.8394,77.1140,-385.5700,11.2330,4.0415,8.52
3zdv,31.2432,37.2780,-186.3900,1.6483,4.3865,5.48
1qb9,39.1801,43.8400,-219.2000,2.5617,2.0982,7.44
3uxd,25.0161,28.7740,-143.8700,3.7579,0.0000,4.41
2vl4,43.4376,44.9160,-224.5800,1.4715,0.0069,6.01
4mo8,24.4900,27.7940,-138.9700,1.3667,1.9373,8
1txr,36.7410,47.1920,-235.9600,8.0279,2.4230,7.74
1ez9,58.0362,63.9140,-319.5700,0.0739,5.8039,5.1
3a1e,38.1937,48.0180,-240.0900,5.3249,4.4994,2.66
1owe,33.4536,35.6220,-178.1100,0.0069,2.1615,6.2
1nw4,34.3043,35.1800,-175.9000,0.0133,0.8624,9.07
3g2i,28.9742,30.8880,-154.4400,1.0105,0.9033,4.86
4ibj,28.9424,36.5480,-182.7400,0.6268,6.9788,4.33
3l6h,28.9298,31.7700,-158.8500,0.0004,2.8397,5.4
1ii5,22.8491,24.0740,-120.3700,0.1850,1.0398,6.62
4kz4,18.7016,26.0520,-130.2600,4.4007,2.9497,4.15
4a6c,50.6251,56.4020,-282.0100,3.9613,1.8157,7.92
3ppq,20.6546,22.9020,-114.5100,1.4376,0.8097,4.55
4cp5,38.4797,41.3200,-206.6000,-0.0000,2.8403,3.34
1t31,43.0055,49.3280,-246.6400,0.3085,6.0140,8.64
3npc,51.1078,55.8980,-279.4900,0.0515,4.7387,8.34
4x6m,48.3163,50.1380,-250.6900,0.5257,1.2960,8.24
4aj4,19.6998,22.4580,-112.2900,0.4633,2.2949,3.89
3v7x,32.7038,36.3700,-181.8500,1.6005,2.0657,8.57
1m83,61.7032,66.6680,-333.3400,3.5645,1.4003,3.4
1y6q,47.0410,47.4320,-237.1600,0.0106,0.3804,11.7
1fd0,49.8970,52.3820,-261.9100,0.1604,2.3246,8.4
2i0a,38.5879,47.4260,-237.1300,4.0224,4.8157,11.4
3gc4,56.7194,61.9300,-309.6500,3.9837,1.2269,7.6
3bxg,38.0114,39.1500,-195.7500,0.8316,0.3070,4.96
2p3c,62.5347,75.2220,-376.1100,6.9045,5.7827,7.62
3t1l,24.4827,27.2560,-136.2800,1.0335,1.7398,3.26
1jq8,-13.1083,32.6000,-163.0000,23.4130,22.2952,6
2hl4,32.4288,37.8960,-189.4800,3.2488,2.2184,7.64
4ufm,35.8402,35.8800,-179.4000,0.0000,0.0398,3.72
2bvr,24.3041,26.9620,-134.8100,1.6752,0.9827,3.7
2hxm,44.5853,45.9640,-229.8200,0.6387,0.7401,5.22
4xiq,40.6207,41.0880,-205.4400,0.0234,0.4439,7.07
3f6e,88.6294,98.1120,-490.5600,3.8468,5.6358,2.38
2pwg,35.4883,39.6920,-198.4600,4.2037,0.0000,4.82
1g9r,82.5700,89.0140,-445.0700,3.2619,3.1821,5.7
1y3v,46.8777,50.3080,-251.5400,1.1559,2.2744,5.64
3v78,65.7567,67.2800,-336.4000,1.0172,0.5061,5.54
3k8c,26.1749,27.3060,-136.5300,0.0595,1.0717,2.92
3i25,86.2104,99.0880,-495.4400,2.8840,9.9935,8.51
3hek,30.5375,33.4140,-167.0700,0.4662,2.4103,8.27
1o2n,38.5887,42.7320,-213.6600,0.3385,3.8049,6.09
1v2w,30.1234,34.6820,-173.4100,1.7502,2.8083,4.01
3k37,40.6821,45.7460,-228.7300,3.1542,1.9097,8.92
1zsf,35.0120,56.6600,-283.3000,8.1460,13.5020,9.92
1uw6,33.4247,34.5600,-172.8000,0.9189,0.2164,7.34
1lan,10.7793,19.5900,-97.9500,8.4792,0.3314,7.22
4x50,34.4021,36.0980,-180.4900,0.2876,1.4083,7.75
3k8o,37.0539,38.3300,-191.6500,0.2277,1.0484,11.07
4lov,31.5656,31.7460,-158.7300,0.0811,0.0994,7.77
2pgz,44.3959,47.3460,-236.7300,1.0188,1.9312,5.74
1siv,56.4358,59.4600,-297.3000,0.2200,2.8042,8.08
1lcp,16.2186,27.1380,-135.6900,10.7649,0.1545,6.64
4qjm,44.8007,55.0740,-275.3700,2.7109,7.5624,8.17
3u10,47.3293,47.8440,-239.2200,0.3511,0.1636,5.44
3t1m,33.2354,35.3620,-176.8100,0.8118,1.3147,3.04
4n8q,18.6788,19.9760,-99.8800,1.2090,0.0883,3.42
2gvv,14.8839,21.2880,-106.4400,4.5145,1.8895,3.9
1a4w,51.1051,58.4500,-292.2500,2.2802,5.0648,5.92
1v2n,46.3513,48.0460,-240.2300,0.1268,1.5679,5.9
4x5q,43.2386,45.6260,-228.1300,0.5483,1.8391,9
3ime,14.9990,18.2380,-91.1900,3.2201,0.0189,3
2uwl,29.9874,35.2680,-176.3400,3.0035,2.2771,8.4
4zx1,18.9831,33.5980,-167.9900,2.9560,11.6589,6.14
3m36,48.9932,60.5120,-302.5600,2.4313,9.0874,9.82
1k27,38.8439,39.7400,-198.7000,0.0029,0.8932,9
4loy,41.5992,49.1380,-245.6900,0.7650,6.7737,8.09
3oy8,31.2862,34.8440,-174.2200,2.3341,1.2237,3.66
1wdn,33.4306,34.3320,-171.6600,0.0249,0.8765,6.3
2wuf,25.5049,32.8700,-164.3500,2.9343,4.4308,4.29
2zx6,47.9999,50.8100,-254.0500,2.0682,0.7419,10.6
1m2r,35.4578,36.8460,-184.2300,1.3882,0.0000,6.46
4ban,54.9351,60.4280,-302.1400,2.2560,3.2368,8.61
3nxq,56.7088,66.3140,-331.5700,5.0657,4.5395,8.15
3ta1,52.0457,56.6160,-283.0800,2.4308,2.1395,3.25
3k5i,15.3318,24.4080,-122.0400,6.3401,2.7361,4.7
2qi0,41.5575,50.2440,-251.2200,2.9876,5.6989,7.38
1bnw,28.8068,33.9820,-169.9100,2.0929,3.0823,9.08
3c52,36.9960,44.9560,-224.7800,7.3945,0.5655,7.3
1x8d,27.6322,27.6360,-138.1800,0.0038,0.0000,2.21
4cc5,28.9859,30.9480,-154.7400,1.9464,0.0158,4.42
1o36,27.2920,44.2120,-221.0600,6.1941,10.7258,5.96
3s6t,47.0471,51.0520,-255.2600,0.1103,3.8946,7.35
4nku,37.3844,40.9760,-204.8800,2.0405,1.5511,4.67
4ibk,25.4192,29.0080,-145.0400,0.0136,3.5752,4.3
1g52,32.0022,35.0000,-175.0000,1.4224,1.5754,9.54
3hvj,69.3625,77.9840,-389.9200,5.6124,3.0090,8.7
4e6d,27.0497,33.0340,-165.1700,5.0497,0.9346,8.92
4r0a,36.5727,39.7240,-198.6200,0.5444,2.6068,4.26
2xjx,27.9025,30.4200,-152.1000,0.0243,2.4932,9.15
4qjo,36.2305,45.0320,-225.1600,1.4578,7.3437,7.4
1kel,51.7572,54.4540,-272.2700,1.4284,1.2684,7.28
1d7j,14.3693,15.5480,-77.7400,0.0000,1.1787,3.3
3czv,22.2139,27.3360,-136.6800,2.7533,2.3688,7.8
1ghw,32.3402,35.0140,-175.0700,2.4438,0.2300,4.2
2vrj,41.1819,51.7880,-258.9400,9.3217,1.2844,6.3
1nfy,37.6558,41.3180,-206.5900,2.1032,1.5590,8.89
1fkg,38.8935,44.5160,-222.5800,1.6600,3.9625,8
3dne,30.6704,30.8820,-154.4100,0.0354,0.1762,5.22
3tfn,25.0600,44.4420,-222.2100,9.5484,9.8336,6.57
3l3l,37.3361,41.1700,-205.8500,0.0000,3.8339,7.48
2xc4,53.4889,64.7720,-323.8600,1.2277,10.0555,8.05
3sww,34.6439,38.6880,-193.4400,1.8635,2.1806,8.4
1o2w,34.1067,38.6240,-193.1200,2.8726,1.6447,5.85
3m3x,31.1512,39.9560,-199.7800,5.2756,3.5293,6.82
2b4l,30.3153,32.7380,-163.6900,0.0106,2.4121,4.77
4u43,24.8048,26.6000,-133.0000,0.5746,1.2206,4.32
3tza,30.8948,37.6860,-188.4300,2.9828,3.8083,5.5
4a6l,35.0424,41.2220,-206.1100,4.7803,1.3993,8
3gy7,25.8655,27.0560,-135.2800,1.1378,0.0527,4.52
2e92,27.1332,35.2800,-176.4000,3.9522,4.1946,6.89
1bq4,15.5970,31.6220,-158.1100,3.1964,12.8286,5.22
2zdk,45.3422,47.7700,-238.8500,0.0488,2.3790,6.37
1apv,44.8661,51.3080,-256.5400,0.5127,5.9291,9
3d0e,40.2117,42.4340,-212.1700,0.8195,1.4028,8.4
4djq,41.7764,47.4820,-237.4100,2.3125,3.3932,10.32
2vw2,26.5715,27.3880,-136.9400,0.5694,0.2471,3.3
2std,33.8564,35.1580,-175.7900,0.0650,1.2365,9.85
1pzo,20.9561,22.5100,-112.5500,0.3708,1.1832,3.32
3zi8,23.9415,24.8580,-124.2900,0.9165,0.0000,5.66
4d3h,63.7861,65.3420,-326.7100,0.5346,1.0213,6.43
4fys,47.0788,55.9780,-279.8900,1.4155,7.4836,4.82
2b7d,48.1610,55.2300,-276.1500,0.3927,6.6763,8.7
3r24,42.0389,46.6180,-233.0900,3.3961,1.1830,5.25
4etz,35.5616,38.0380,-190.1900,1.9937,0.4827,6.3
1q5k,26.3715,29.4540,-147.2700,0.8834,2.1991,7.42
3s5y,35.8023,35.9440,-179.7200,0.0727,0.0690,7.41
4lk7,31.8783,33.5920,-167.9600,0.0000,1.7137,5.04
4gr3,49.0857,58.6480,-293.2400,3.9869,5.5754,7.81
4m8h,31.0913,34.2800,-171.4000,0.8970,2.2917,7.6
4ezz,35.2766,48.1560,-240.7800,1.4996,11.3799,5.19
1a4r,51.6520,54.0340,-270.1700,1.5238,0.8581,6.66
3ucj,18.5484,27.2180,-136.0900,5.8340,2.8356,6
1xt8,20.5999,24.6580,-123.2900,3.7736,0.2845,6.85
5efa,46.6204,53.0600,-265.3000,1.6793,4.7603,4.83
4q4r,40.0488,41.7780,-208.8900,1.4301,0.2991,6.43
3u7l,30.2101,41.0500,-205.2500,8.2699,2.5700,7.28
2nt7,40.1230,48.3840,-241.9200,5.5740,2.6870,6.52
1xjd,37.5781,38.2880,-191.4400,0.1024,0.6075,9.48
3g0i,20.6055,24.0120,-120.0600,2.8366,0.5699,3.6
3vdb,32.3838,39.5280,-197.6400,7.0545,0.0897,2.52
4gg7,45.1500,48.6420,-243.2100,1.9647,1.5272,8.2
2vwc,26.2981,33.3300,-166.6500,5.4863,1.5456,6.62
3i73,-11.9238,30.7360,-153.6800,32.0177,10.6421,5.49
5er2,56.4794,69.3520,-346.7600,2.7895,10.0831,6.57
4r74,48.3766,49.8620,-249.3100,1.2594,0.2260,8.1
2avs,49.0004,53.3180,-266.5900,0.3019,4.0158,7.57
3pfp,47.6557,52.5200,-262.6000,2.8165,2.0478,6.44
4mjp,21.4488,22.6520,-113.2600,0.0234,1.1798,3.88
4d1j,26.7684,27.3940,-136.9700,0.6034,0.0222,6.31
1v11,65.7951,72.6740,-363.3700,4.6634,2.2156,3.98
4b7j,30.5900,34.1320,-170.6600,1.9398,1.6022,7.95
2wyg,28.3988,39.2360,-196.1800,3.5419,7.2953,8.7
3f3u,27.9678,35.4700,-177.3500,3.4913,4.0109,4.74
1erb,30.2510,34.4420,-172.2100,0.0000,4.1910,8.1
1n3z,22.9109,24.1780,-120.8900,0.0073,1.2597,4.2
4xmb,48.4520,61.1240,-305.6200,2.1581,10.5140,7.36
2cbz,66.1512,71.9980,-359.9900,1.6787,4.1681,3.93
1v2o,27.9223,33.0140,-165.0700,2.0551,3.0366,4.73
4der,12.2282,19.1300,-95.6500,5.6072,1.2947,6.31
2vt3,34.3521,36.6920,-183.4600,0.3398,2.0001,4.15
1rtf,24.6518,24.6880,-123.4400,0.0310,0.0052,3.04
1f0u,46.8013,51.7780,-258.8900,2.8502,2.1266,7.16
1ppl,47.2687,53.4720,-267.3600,2.2615,3.9418,8.55
1d4p,46.2633,48.4680,-242.3400,0.0436,2.1611,6.3
4z1e,30.1651,34.2720,-171.3600,0.7705,3.3363,8.24
1mmr,34.8133,37.2240,-186.1200,0.3247,2.0860,5.4
4wov,36.0069,37.1620,-185.8100,0.1918,0.9632,7.14
2zcs,28.3036,33.5960,-167.9800,3.9995,1.2929,8.22
4p3h,21.9951,24.5180,-122.5900,0.0000,2.5229,6
4io2,28.3610,29.1240,-145.6200,0.1147,0.6483,6.7
1r1j,30.5261,46.3280,-231.6400,11.7140,4.0879,8.64
1jgl,44.9831,44.9980,-224.9900,0.0149,0.0000,8.7
1k1j,43.6849,50.2200,-251.1000,3.1507,3.3844,7.55
5cs3,26.9286,28.5820,-142.9100,0.0000,1.6534,2.15
1bn1,30.2210,37.6880,-188.4400,4.5501,2.9169,9.34
3d91,53.4160,60.3800,-301.9000,0.7006,6.2634,9.15
4kxb,41.8473,45.8960,-229.4800,2.0428,2.0059,4.12
2b1g,40.2545,44.0000,-220.0000,2.3792,1.3663,6.64
1nje,37.5361,42.5280,-212.6400,3.3578,1.6341,3.8
1k6p,47.4017,52.3660,-261.8300,1.6559,3.3084,7.36
3l1n,15.4055,16.8820,-84.4100,0.3559,1.1206,5.63
2v77,43.3862,50.1900,-250.9500,4.8583,1.9455,5.06
1qbs,48.7095,50.1220,-250.6100,0.0009,1.4116,9.47
4b34,9.9170,14.2160,-71.0800,4.2990,0.0000,3.14
3zlr,66.8193,68.6800,-343.4000,0.0750,1.7857,9.26
2uwd,27.7548,31.6720,-158.3600,0.0647,3.8525,8.35
4uin,36.9543,38.2500,-191.2500,0.1927,1.1031,7.62
4r5a,36.1845,42.6800,-213.4000,1.4656,5.0298,8.7
1str,42.9229,55.3580,-276.7900,0.4438,11.9914,4.77
2ydt,41.5085,41.6620,-208.3100,-0.0000,0.1535,5.52
3lpp,45.1606,49.1400,-245.7000,0.3323,3.6471,6.22
4loh,87.3933,91.2000,-456.0000,1.1563,2.6504,6.96
184l,19.2186,19.6020,-98.0100,0.0000,0.3834,4.72
3zi0,20.6839,23.9780,-119.8900,0.1644,3.1297,7.4
3d7b,20.9035,22.2940,-111.4700,0.0000,1.3905,3.69
1k1n,36.7014,44.9840,-224.9200,1.5831,6.6995,6.82
4tt2,23.4404,30.2360,-151.1800,1.3725,5.4232,4.66
4kx8,35.1675,46.9380,-234.6900,3.3428,8.4277,7.13
1nhu,23.5301,27.1420,-135.7100,0.0648,3.5471,5.66
4ddy,28.8660,32.0480,-160.2400,0.6386,2.5435,5.62
4azg,47.5972,55.5760,-277.8800,4.8729,3.1059,7.1
4l4z,23.4512,25.8500,-129.2500,0.0296,2.3692,5.68
2pu2,24.5685,28.4400,-142.2000,1.2649,2.6066,4.43
4og3,32.5325,34.7320,-173.6600,1.1400,1.0595,6.55
5c8n,31.2548,36.8020,-184.0100,3.1548,2.3924,7.55
1jsv,22.9384,29.6740,-148.3700,4.3162,2.4194,5.7
4q81,19.2648,21.1960,-105.9800,1.9312,0.0000,3.02
4cpt,52.7346,59.6740,-298.3700,3.3420,3.5974,7.7
2zgx,40.8349,46.8560,-234.2800,2.7460,3.2752,6.74
1zvx,37.2671,45.7040,-228.5200,5.5573,2.8796,9.22
1flr,53.7891,58.5960,-292.9800,0.0000,4.8069,10
2pmk,49.0599,55.3300,-276.6500,1.7005,4.5696,5.92
1g46,31.0694,33.3680,-166.8400,0.8972,1.4014,8.8
3uod,34.6467,39.3460,-196.7300,0.0820,4.6173,7.31
3su2,41.9169,50.5620,-252.8100,0.2754,8.3698,7.35
3kdd,43.0272,54.5500,-272.7500,7.5759,3.9469,8.46
3g35,26.2945,28.2980,-141.4900,0.0163,1.9872,4.68
1m2x,25.2853,28.3860,-141.9300,1.0678,2.0329,4.15
1gvw,44.9944,52.0420,-260.2100,3.0326,4.0149,6.96
1g7f,37.3314,42.1760,-210.8800,1.3004,3.5442,5.47
3r1v,31.5326,31.7620,-158.8100,0.0331,0.1963,6.92
3roc,33.4568,36.5540,-182.7700,0.7910,2.3062,8.19
1yqj,46.3223,49.1780,-245.8900,0.0036,2.8521,8.14
3f7i,39.1509,44.5600,-222.8000,0.3234,5.0857,7.34
1cbx,28.2783,37.2300,-186.1500,6.8048,2.1469,6.35
2csn,17.0578,22.1760,-110.8800,1.1801,3.9381,4.41
2wzm,56.5013,61.8660,-309.3300,2.4533,2.9114,5.22
3neo,23.8534,29.2660,-146.3300,1.8335,3.5791,5.92
4trc,31.6241,32.8580,-164.2900,1.2339,0.0000,4.52
3th9,31.3471,37.3000,-186.5000,4.1193,1.8336,7.7
2xxt,27.4499,30.1260,-150.6300,1.1179,1.5582,8.05
1m1b,15.5304,22.9820,-114.9100,6.3912,1.0605,4.66
5am6,31.1737,32.7280,-163.6400,0.0247,1.5295,6.73
4np9,9.2029,18.4080,-92.0400,2.4395,6.7656,5.03
1ogg,61.1442,67.9940,-339.9700,3.1778,3.6720,5.19
4n7u,15.0549,18.4940,-92.4700,0.9540,2.4852,6.29
1wur,64.7937,73.2860,-366.4300,5.3967,3.0956,6.66
1m0o,49.3178,54.3780,-271.8900,2.4749,2.5852,2.31
2vk2,30.2962,34.9560,-174.7800,4.6527,0.0071,6.89
1q8w,26.9191,30.3320,-151.6600,0.4029,3.0100,5.24
1f0r,44.1780,47.0860,-235.4300,0.3821,2.5259,7.66
1ghv,33.6644,35.7320,-178.6600,0.3120,1.7556,4.35
4bt4,16.8296,25.2360,-126.1800,7.1102,1.2962,3.34
2psv,39.7153,45.1160,-225.5800,1.9078,3.4929,7.24
1v2j,26.6382,27.3980,-136.9900,0.6880,0.0718,3.25
3r4p,40.0333,41.6540,-208.2700,0.0021,1.6185,7.96
3zdh,33.1904,36.2660,-181.3300,2.8892,0.1865,7.35
4cs9,30.3197,31.9560,-159.7800,0.1370,1.4992,2.1
2p4j,62.5852,72.7820,-363.9100,3.4557,6.7410,8.96
1y0l,43.7186,45.7760,-228.8800,0.6244,1.4330,9
185l,18.7607,18.7680,-93.8400,0.0073,0.0000,3.54
5cqu,24.9220,26.7740,-133.8700,0.9503,0.9018,6.54
3x00,40.9677,41.3580,-206.7900,0.0480,0.3424,9.08
2i4w,37.9636,50.3460,-251.7300,5.4300,6.9525,11.59
1ew8,4.8684,24.0540,-120.2700,14.9212,4.2644,2.26
6rnt,25.4311,30.1400,-150.7000,2.9035,1.8054,2.37
4ew3,38.3142,44.8400,-224.2000,2.9816,3.5442,6.74
4f5y,62.7427,67.3220,-336.6100,3.1295,1.4498,5.43
3ocz,62.1288,66.9780,-334.8900,3.6889,1.1603,7.46
3f48,15.7353,16.2600,-81.3000,0.4568,0.0679,6.29
2xy9,68.3749,77.7100,-388.5500,2.6902,6.6449,9.19
4emr,44.9231,50.5640,-252.8200,2.5537,3.0872,7.49
3agl,60.9416,70.5580,-352.7900,2.1473,7.4691,7.8
3tz0,20.4791,22.2220,-111.1100,1.0539,0.6889,5.04
2vw1,38.6710,42.5940,-212.9700,1.6054,2.3175,3.52
4lyw,20.5010,29.2580,-146.2900,0.0202,8.7367,6.63
2o4n,41.6052,51.5640,-257.8200,5.0784,4.8804,7.82
4ko8,63.3407,69.4240,-347.1200,3.1567,2.9267,7.15
4k55,1.0564,9.8580,-49.2900,6.9109,1.8907,5.51
4q7s,14.6959,18.4760,-92.3800,3.7801,0.0000,4.42
3zll,18.2232,18.8160,-94.0800,0.0170,0.5758,6.4
4ngp,62.8859,71.4900,-357.4500,0.0153,8.5888,7.96
4gkh,34.9509,38.2780,-191.3900,0.0000,3.3271,4.67
4tun,-6.1331,9.7400,-48.7000,12.8015,3.0716,5.41
4ruy,25.9594,30.7840,-153.9200,3.6239,1.2006,7.89
5aml,28.3540,34.3000,-171.5000,0.8979,5.0481,9.15
4b73,27.5768,33.6720,-168.3600,1.8028,4.2924,7.21
3iue,31.1180,38.8360,-194.1800,0.4279,7.2901,5.82
3s0d,10.8448,13.8640,-69.3200,0.1508,2.8684,7.05
4yth,30.6106,34.2800,-171.4000,1.1429,2.5264,8.7
1o0f,31.0997,36.2480,-181.2400,2.3923,2.7560,5.3
3fj7,24.5481,26.1560,-130.7800,0.8541,0.7538,3.71
4ha5,26.7112,27.5260,-137.6300,0.6307,0.1841,7.24
3l4u,41.0393,42.8820,-214.4100,1.2708,0.5719,7.52
4ad2,44.6458,46.7280,-233.6400,0.4401,1.6421,6.2
3zhx,27.6755,36.0760,-180.3800,6.2576,2.1429,6.68
2o4r,48.4671,49.1900,-245.9500,0.0015,0.7214,9.4
2cbj,36.3813,43.4540,-217.2700,3.7011,3.3716,8.27
