name,Orientation_Score,Affinity_Score(Heavy_Ligand_Atoms),Affinity_Score,Buried_Protein_Hydrophobic_Term,Hydrophobic_Complementarity_Term,Polar_Component_Term,Number_of_Protein-Ligand_Hydrophobic_Contacts,Number_of_Protein-Ligand_H-bonds,Number_of_Protein-Ligand_Salt-bridges,Number_of_Metal-Ligand_Bonds,Number_of_Interfacial_Unsatisfied_Polar_Atoms,Number_of_Interfacial_Unsatisfied_Charged_Atoms,Buried_Carbons,affinity
2xmy,-8.473,-0.122,-8.742,-4.583,-0.415,1.474,81,4,1,0,10,1,1.000,9.96
3bxe,-6.971,-0.118,-6.393,-0.696,-0.747,0.268,16,9,0,0,2,0,1.000,5.48
2jdh,-9.631,-0.098,-8.271,-1.597,-1.992,0.536,18,10,14,0,4,0,0.588,6.51
4ca5,-12.168,-0.171,-13.942,-8.704,-1.494,1.474,117,9,9,0,8,3,1.000,9.39
4f3k,-9.564,-0.151,-9.148,-3.885,-0.581,0.536,92,5,2,0,4,0,1.000,10.16
2hw2,-9.392,-0.117,-12.135,-8.895,-0.166,2.144,122,2,0,0,13,3,0.930,2.97
4m2w,-6.913,-0.120,-7.503,-2.240,-0.581,0.536,21,3,4,0,2,2,0.900,7.28
1wuq,-12.675,-0.116,-9.060,-2.290,-2.490,0.938,51,11,19,0,3,4,1.000,8.27
3b67,-8.859,-0.068,-7.380,-3.923,-0.249,2.010,87,3,0,0,14,1,1.000,8.85
1oth,-9.763,-0.175,-8.016,-1.355,-1.577,0.134,25,17,2,0,1,0,1.000,7
3q7q,-9.870,-0.069,-7.431,-1.574,-1.577,0.938,29,13,6,0,4,3,0.800,5.65
4psb,-6.454,-0.092,-7.511,-3.416,-0.083,1.206,46,1,0,0,7,2,0.842,4.64
2fgu,-10.649,-0.136,-11.899,-8.110,-0.581,2.010,124,6,1,0,13,2,1.000,9.18
2eum,-8.933,-0.094,-10.110,-5.300,-0.664,1.072,81,4,4,0,5,3,0.711,6.7
1kui,-9.171,-0.113,-8.831,-4.340,-0.747,1.474,76,4,5,0,11,0,1.000,3.77
5e13,-7.222,-0.106,-8.607,-3.880,-0.581,1.072,47,7,0,0,5,3,1.000,4.24
4y5d,-8.878,-0.147,-8.165,-3.470,-0.415,0.938,104,5,0,0,7,0,1.000,5.92
4zbf,-9.058,-0.172,-10.551,-5.352,-0.249,0.268,123,0,3,0,2,0,0.920,7.13
4zwz,-8.069,-0.075,-7.331,-2.272,-0.913,1.072,26,5,6,0,7,1,0.833,8.7
1gai,-10.599,-0.094,-9.374,-3.932,-1.162,0.938,73,12,2,0,6,1,0.760,8
2gv6,-8.349,-0.061,-7.600,-2.975,-0.747,1.340,56,5,4,0,8,2,0.571,7.34
2xbp,-12.256,-0.110,-8.623,-2.319,-2.158,1.072,48,12,14,0,8,0,1.000,5.02
1b32,-11.166,-0.172,-9.870,-4.179,-1.411,0.938,78,10,7,0,6,1,1.000,7.1
1pxo,-7.224,-0.072,-6.881,-3.156,-0.249,1.742,55,3,0,0,10,3,1.000,8.7
4k0o,-7.242,-0.065,-6.976,-2.083,-0.747,1.072,26,9,0,0,8,0,0.867,3
1sv3,-5.938,-0.113,-6.462,-1.882,-0.166,0.804,35,1,1,0,5,1,1.000,4.35
4bf1,-7.295,-0.158,-9.004,-3.958,-0.498,0.670,46,2,4,0,5,0,1.000,8.62
4b9k,-9.037,-0.165,-10.482,-5.787,-0.415,0.938,105,5,0,0,6,1,1.000,6.17
4ezr,-9.717,-0.078,-10.489,-6.368,-0.913,2.010,73,8,3,0,11,4,0.857,5.2
4yha,-6.781,-0.125,-6.969,-1.572,-0.581,0.402,20,3,4,0,3,0,1.000,6.65
3l7d,-8.541,-0.076,-7.186,-3.397,-0.581,2.010,57,7,0,0,13,2,1.000,2.18
1o35,-7.835,-0.120,-7.614,-3.206,-0.664,1.474,56,4,4,0,11,0,1.000,5
1ws4,-6.855,-0.126,-6.858,-1.627,-0.415,0.402,40,5,0,0,2,1,1.000,3
3g32,-5.998,-0.062,-6.338,-1.592,-0.332,0.804,21,4,0,0,6,0,0.727,3.71
2cgr,-9.142,-0.113,-8.508,-3.915,-0.581,1.206,96,3,4,0,7,2,1.000,7.28
1c84,-9.141,-0.164,-8.343,-3.016,-0.913,0.804,70,4,7,0,6,0,1.000,5
3v3q,-8.539,-0.152,-9.321,-4.524,-0.249,0.670,97,3,0,0,5,0,0.952,6.6
3hk1,-7.125,-0.132,-8.122,-3.542,-0.166,0.804,67,0,2,0,5,1,1.000,6.17
1lst,-8.662,-0.225,-7.466,-1.386,-0.996,0.134,48,5,7,0,1,0,1.000,7.85
2qd8,-9.444,-0.107,-9.499,-6.195,-0.498,2.412,85,6,0,0,14,4,1.000,9.07
4ynl,-11.351,-0.106,-10.089,-4.034,-1.909,1.072,45,8,15,0,6,2,0.958,4.62
3rz5,-7.086,-0.155,-8.015,-2.969,-0.498,0.670,38,2,4,0,5,0,1.000,7.89
1b5h,-10.672,-0.169,-9.447,-3.488,-1.411,0.670,65,9,8,0,5,0,1.000,6.01
4k6i,-8.869,-0.211,-10.703,-5.287,-0.332,0.134,104,1,3,0,1,0,0.958,6.2
4xu3,-12.709,-0.126,-9.516,-4.629,-1.411,1.742,121,7,10,0,10,3,1.000,9.5
3kgt,-6.016,-0.122,-7.665,-3.085,-0.166,0.804,47,2,0,0,6,0,0.933,5.51
1ro6,-7.868,-0.177,-8.762,-3.480,-0.332,0.268,77,4,0,0,2,0,0.938,6.46
1fcy,-10.179,-0.194,-10.848,-5.515,-0.249,0.134,139,1,2,0,1,0,0.923,8.52
4g8n,-7.878,-0.145,-6.959,-1.613,-0.664,0.536,49,6,2,0,4,0,1.000,7.2
4i7m,-6.808,-0.217,-7.384,-2.083,-0.083,0.000,63,1,0,0,0,0,1.000,4.14
1mrn,-12.475,-0.073,-9.232,-4.096,-1.660,1.742,98,6,14,0,7,6,0.950,4.52
4g5f,-6.221,-0.128,-6.878,-1.864,-0.332,0.536,36,2,2,0,4,0,1.000,3.05
3uil,-5.470,-0.173,-7.635,-2.219,-0.332,0.134,19,0,4,0,1,0,0.833,6
3aqt,-5.794,-0.165,-6.535,-1.368,-0.083,0.134,34,1,0,0,1,0,1.000,6.72
4e3g,-6.382,-0.181,-7.029,-1.632,-0.581,0.402,20,3,4,0,3,0,1.000,4.97
1yp9,-8.882,-0.120,-8.947,-5.024,-0.581,1.876,82,3,4,0,13,1,0.917,5.11
4c9x,-9.082,-0.115,-8.668,-4.190,-0.332,1.072,115,2,2,0,8,0,0.857,7.32
4m0r,-9.277,-0.154,-9.686,-4.659,-0.747,0.938,94,1,8,0,5,2,1.000,5.21
1td7,-6.386,-0.098,-7.182,-3.004,-0.166,1.206,47,2,0,0,8,1,1.000,4.37
4mrg,-6.281,-0.159,-6.963,-2.032,-0.249,0.536,42,1,2,0,2,2,1.000,2.96
4oc2,-10.152,-0.128,-8.920,-4.314,-0.996,1.608,70,6,6,0,9,3,1.000,8.28
3zze,-8.053,-0.126,-8.378,-3.849,-0.249,0.938,78,3,0,0,7,0,0.944,8.89
4yc9,-7.076,-0.075,-8.603,-5.146,-0.249,2.010,63,1,2,0,12,3,0.844,8.89
1yej,-9.477,-0.091,-7.673,-3.214,-0.581,1.340,93,5,2,0,8,2,1.000,7.46
4xtz,-13.573,-0.125,-9.979,-4.626,-1.743,1.608,120,10,11,0,10,2,1.000,9.82
2qci,-9.651,-0.109,-9.576,-6.189,-0.581,2.412,82,7,0,0,16,2,1.000,8.34
2vba,-7.208,-0.145,-7.539,-2.991,-0.000,0.670,92,0,0,0,4,1,1.000,4.6
1pb8,-8.269,-0.266,-7.077,-0.697,-1.162,0.000,28,8,6,0,0,0,1.000,5.15
4ljh,-7.339,-0.128,-8.034,-2.924,-0.830,0.938,28,10,0,0,4,3,0.933,4.71
4tmk,-14.400,-0.070,-9.048,-4.320,-2.324,2.814,92,9,19,0,11,10,0.950,7.7
4det,-5.619,-0.101,-7.337,-3.325,-0.000,1.206,46,0,0,0,8,1,1.000,5.68
1bjv,-7.592,-0.081,-7.316,-3.342,-0.498,1.742,55,2,4,0,12,1,0.750,5.54
1e3v,-5.984,-0.083,-7.536,-3.039,-0.083,0.804,40,1,0,0,2,4,0.542,4.34
1rql,-6.696,-0.123,-5.958,-0.695,-0.581,0.536,19,4,3,0,3,1,1.000,2.75
3zm9,-8.893,-0.130,-10.036,-5.909,-0.249,1.340,100,3,0,0,4,6,0.900,7.42
1qb1,-9.011,-0.073,-8.201,-4.731,-0.664,2.412,82,4,4,0,16,2,0.821,6.77
1b55,-8.948,-0.025,-5.923,-1.119,-1.328,1.742,10,8,8,0,11,2,1.000,7.4
2r9x,-7.039,-0.100,-8.206,-3.862,-0.332,1.206,53,4,0,0,7,2,0.870,4.85
4bs0,-6.074,-0.043,-5.736,-1.290,-0.166,0.938,24,2,0,0,7,0,1.000,5.7
1hsl,-8.108,-0.174,-7.131,-1.402,-0.913,0.402,39,5,6,0,3,0,1.000,7.19
1b51,-10.372,-0.150,-8.969,-3.495,-1.328,1.072,64,9,7,0,7,1,1.000,7.37
2epn,-7.984,-0.125,-6.974,-2.094,-0.332,0.670,78,4,0,0,5,0,1.000,7.22
4asd,-9.574,-0.123,-9.146,-4.853,-0.415,1.340,108,5,0,0,10,0,1.000,9.28
4epy,-6.910,-0.110,-8.179,-4.052,-0.249,1.340,53,1,2,0,5,5,0.857,3.47
3sus,-8.248,-0.137,-7.139,-2.093,-0.498,0.670,72,6,0,0,3,2,1.000,4.15
4xir,-8.010,-0.133,-9.072,-4.811,-0.249,1.206,85,3,0,0,8,1,1.000,6.94
3rm4,-7.905,-0.121,-7.871,-3.259,-0.332,0.938,72,3,1,0,3,4,1.000,5.77
1bm7,-7.223,-0.138,-7.982,-3.051,-0.249,0.536,59,0,3,0,4,0,1.000,7.52
4q0k,-7.194,-0.104,-7.808,-3.011,-0.249,0.670,56,3,0,0,3,2,0.789,4.87
4fz3,-8.179,-0.073,-9.444,-5.234,-0.332,1.340,78,4,0,0,8,2,0.632,3.73
3fjz,-8.629,-0.205,-7.272,-0.694,-1.494,0.134,15,6,12,0,1,0,1.000,4.05
1s5z,-8.628,-0.105,-7.958,-2.516,-1.162,0.938,51,6,8,0,6,1,0.917,3.21
3e12,-9.524,-0.136,-7.941,-1.784,-1.743,0.804,16,12,9,0,5,1,1.000,5.99
2j7g,-8.648,-0.150,-7.924,-2.329,-0.913,0.536,54,7,4,0,2,2,1.000,7
3iod,-9.146,-0.076,-7.486,-4.131,-0.415,2.278,77,4,1,0,14,3,1.000,4.1
4k7o,-6.356,-0.182,-7.401,-2.068,-0.249,0.134,41,3,0,0,1,0,0.900,4.3
3ipu,-8.538,-0.109,-8.939,-5.348,-0.249,1.876,83,0,3,0,12,2,1.000,7.32
2iuz,-8.764,-0.085,-7.611,-3.784,-0.083,1.474,129,1,0,0,11,0,1.000,5.55
3rz1,-7.072,-0.044,-6.410,-2.302,-0.498,1.608,31,2,4,0,12,0,0.750,8.74
2i4u,-9.072,-0.120,-9.879,-6.122,-0.415,1.876,77,5,0,0,12,2,1.000,11.57
3ok9,-9.500,-0.111,-9.869,-6.648,-0.415,2.412,93,5,0,0,14,4,1.000,11.23
2vvp,-8.547,-0.107,-6.711,-1.103,-1.328,0.938,16,11,5,0,2,5,1.000,3.4
2obf,-9.296,-0.139,-8.407,-3.929,-0.332,1.072,110,1,3,0,8,0,1.000,8.85
1o7o,-9.575,-0.091,-7.492,-2.050,-1.162,0.938,55,12,2,0,6,1,1.000,4.49
3fee,-8.590,-0.149,-7.151,-1.141,-1.328,0.536,24,4,12,0,4,0,1.000,6.64
3rbu,-8.462,-0.168,-7.569,-1.374,-1.245,0.268,23,7,8,0,2,0,1.000,9.43
1nfw,-8.591,-0.053,-6.696,-3.941,-0.083,2.546,106,1,0,0,17,2,1.000,8.96
4css,-8.369,-0.136,-9.150,-3.906,-0.830,0.804,50,9,1,0,5,1,1.000,8.46
2f9k,-10.116,-0.172,-7.971,-0.914,-2.241,0.402,11,7,20,0,2,1,1.000,7.07
4v24,-9.898,-0.179,-11.137,-6.474,-0.249,0.804,130,1,2,0,6,0,1.000,8.37
3hzv,-8.165,-0.062,-7.328,-1.586,-1.328,0.804,16,11,5,0,5,1,0.789,6.52
3efs,-11.519,-0.109,-8.587,-2.066,-2.241,0.938,42,8,19,0,3,4,1.000,5.34
4rak,-8.851,-0.147,-10.354,-5.774,-0.166,0.804,102,2,0,0,3,3,0.857,7.85
4kyh,-6.929,-0.083,-7.619,-2.975,-0.498,1.072,41,0,6,0,8,0,0.684,5.92
1o2o,-8.670,-0.138,-8.672,-4.098,-0.830,1.474,64,6,4,0,11,0,1.000,6.36
4dbm,-7.119,-0.109,-8.379,-4.099,-0.000,0.938,79,0,0,0,7,0,1.000,7.62
2qi4,-9.510,-0.125,-10.100,-6.611,-0.415,2.144,98,5,0,0,12,4,1.000,10.44
4o05,-8.322,-0.149,-9.982,-5.938,-0.166,1.340,101,2,0,0,9,1,1.000,7.43
4avs,-6.358,-0.038,-5.636,-1.126,-0.498,1.206,27,4,2,0,4,5,1.000,3.49
1w3k,-8.236,-0.113,-7.583,-2.307,-0.996,0.938,38,8,4,0,6,1,1.000,4.3
1c5s,-7.215,-0.161,-7.146,-2.285,-0.581,0.938,46,3,4,0,7,0,1.000,6
1hyo,-7.964,-0.136,-6.714,-1.170,-0.996,0.670,30,10,2,0,3,2,1.000,4.07
1hlk,-7.134,-0.091,-7.321,-2.511,-0.664,1.072,30,3,5,0,8,0,0.733,5
3ctt,-7.764,-0.155,-7.389,-1.826,-0.747,0.402,38,1,8,0,3,0,1.000,6.35
2fmb,-10.780,-0.146,-13.683,-8.541,-0.996,1.072,100,12,0,0,6,2,0.978,8.7
3r7o,-8.852,-0.110,-9.622,-5.897,-0.249,1.742,109,2,1,0,12,1,1.000,8.36
1kzk,-9.811,-0.135,-10.741,-7.303,-0.498,2.278,108,2,4,0,16,1,1.000,10.39
4csd,-7.727,-0.183,-7.408,-1.628,-0.830,0.268,37,7,3,0,2,0,1.000,5.91
3zpu,-9.934,-0.127,-11.423,-7.334,-0.747,1.876,89,5,4,0,13,1,1.000,8.38
3ekv,-8.960,-0.110,-9.053,-5.698,-0.415,2.278,85,5,0,0,14,3,1.000,9.41
2o4s,-10.366,-0.128,-11.096,-7.741,-0.415,2.278,127,5,0,0,15,2,1.000,10.51
1c5o,-6.543,-0.142,-6.500,-1.588,-0.498,0.804,32,2,4,0,6,0,1.000,3.49
4ab9,-6.949,-0.177,-7.160,-2.063,-0.415,0.536,46,3,2,0,4,0,1.000,3.33
3pwm,-9.198,-0.109,-9.379,-6.158,-0.415,2.412,84,5,0,0,16,2,1.000,9.1
2i2b,-7.540,-0.123,-7.308,-1.828,-0.664,0.402,39,6,2,0,3,0,1.000,2.44
4hdp,-9.857,-0.122,-10.323,-7.019,-0.498,2.412,98,6,0,0,16,2,1.000,7.51
4wkb,-9.133,-0.165,-8.519,-3.256,-0.581,0.536,84,5,2,0,4,0,1.000,11.57
3k02,-12.399,-0.080,-9.595,-4.810,-1.577,2.010,94,13,6,0,13,2,0.774,5
4db7,-7.175,-0.113,-7.247,-1.869,-0.830,0.670,26,2,8,0,3,2,1.000,6.56
2x6x,-7.865,-0.051,-7.617,-4.096,-0.581,2.278,48,6,1,0,16,1,0.846,3.68
2z1w,-6.255,-0.034,-5.726,-2.084,-0.166,1.742,41,2,0,0,10,3,1.000,4.08
1tlp,-9.400,-0.124,-9.789,-3.830,-1.411,0.670,43,11,6,0,5,0,0.826,7.55
2vot,-10.298,-0.190,-9.390,-3.278,-1.162,0.268,87,10,4,0,2,0,0.933,7.14
4azc,-8.115,-0.146,-7.261,-2.081,-0.498,0.536,72,6,0,0,3,1,1.000,5.86
5egm,-9.645,-0.106,-9.444,-5.687,-0.415,1.876,122,2,3,0,12,2,0.966,8.62
1i7z,-7.233,-0.099,-7.387,-3.911,-0.000,1.742,77,0,0,0,9,4,1.000,6.4
1o2r,-8.722,-0.132,-8.905,-4.548,-0.747,1.608,68,5,4,0,12,0,1.000,5.21
3a9i,-7.412,-0.214,-7.353,-1.356,-0.913,0.134,27,3,8,0,0,1,1.000,4.15
1r6n,-8.201,-0.072,-8.185,-4.677,-0.166,1.876,102,2,0,0,10,4,0.655,7.4
1n4h,-7.972,-0.220,-10.067,-4.568,-0.415,0.134,67,2,3,0,1,0,1.000,6.55
2ews,-10.802,-0.085,-7.844,-2.338,-1.494,1.206,71,11,7,0,6,3,1.000,6.62
3b26,-6.534,-0.099,-7.293,-3.198,-0.083,1.206,55,1,0,0,9,0,1.000,6.64
3t0x,-10.940,-0.164,-10.454,-6.059,-0.249,1.072,177,2,1,0,7,1,0.962,8
1aaq,-9.513,-0.118,-10.040,-5.868,-0.830,1.876,66,8,2,0,12,2,1.000,8.4
3ckb,-7.833,-0.075,-7.769,-3.042,-0.581,1.072,49,5,2,0,6,2,0.778,2.98
1utn,-6.019,-0.190,-6.734,-1.586,-0.332,0.402,25,2,2,0,3,0,1.000,3.49
4xu1,-13.986,-0.158,-11.079,-4.890,-1.909,0.938,125,10,13,0,6,1,1.000,9.49
4muv,-8.811,-0.071,-6.856,-2.333,-0.913,1.608,49,7,4,0,10,2,1.000,5.76
2dw7,-9.205,-0.255,-7.764,-0.937,-1.743,0.134,16,6,15,0,1,0,1.000,4.7
2isw,-7.624,-0.089,-6.105,-0.459,-0.830,0.402,16,10,0,0,2,1,1.000,7.43
1swg,-7.846,-0.177,-8.051,-2.552,-0.415,0.134,70,5,0,0,0,1,1.000,7.36
3arw,-7.392,-0.147,-9.049,-4.903,-0.000,1.072,116,0,0,0,6,2,1.000,6.15
4m2u,-7.227,-0.145,-7.981,-2.718,-0.581,0.536,28,3,4,0,3,1,0.900,8.04
3vw1,-8.671,-0.180,-10.262,-5.312,-0.000,0.268,124,0,0,0,1,1,0.920,4.67
4g8v,-7.350,-0.044,-6.229,-2.523,-0.498,2.010,43,6,0,0,12,3,1.000,5.8
4d8z,-7.528,-0.116,-7.423,-2.096,-0.913,0.804,30,2,9,0,4,2,1.000,6.29
1ghy,-7.822,-0.136,-7.804,-2.994,-0.664,1.072,52,3,5,0,6,2,1.000,8.1
1bma,-8.640,-0.119,-9.617,-5.892,-0.249,1.742,88,3,0,0,13,0,0.963,4.59
1lkk,-9.964,-0.091,-9.424,-4.837,-1.245,1.876,61,12,3,0,11,3,0.926,6.85
5afv,-6.492,-0.098,-7.183,-2.769,-0.000,0.804,59,0,0,0,4,2,0.875,5.59
2a5b,-6.460,-0.058,-6.385,-2.341,-0.166,1.340,38,2,0,0,10,0,1.000,3.93
4ggz,-8.863,-0.172,-7.976,-2.528,-0.498,0.268,83,6,0,0,2,0,1.000,10.18
1ct8,-8.832,-0.053,-7.173,-3.684,-0.415,2.144,81,5,0,0,13,3,0.900,6.52
1ppk,-8.249,-0.105,-8.877,-4.150,-0.581,1.072,57,7,0,0,6,2,1.000,7.66
2wed,-7.926,-0.118,-9.814,-5.253,-0.415,1.072,62,5,0,0,6,2,0.931,6.1
1bty,-6.971,-0.137,-6.449,-1.588,-0.581,0.938,36,3,4,0,7,0,1.000,4.74
4h3g,-8.102,-0.142,-9.905,-5.746,-0.415,1.474,68,3,2,0,9,2,1.000,8.22
4pp5,-8.235,-0.219,-10.255,-4.839,-0.332,0.134,89,1,3,0,1,0,1.000,7.74
2qta,-11.062,-0.133,-8.671,-2.980,-1.411,0.938,72,10,7,0,4,3,1.000,5.76
3i6o,-9.864,-0.126,-10.748,-7.310,-0.498,2.278,103,6,0,0,14,3,1.000,10.35
4i9h,-11.480,-0.115,-11.066,-7.047,-1.079,2.278,107,4,9,0,16,1,0.970,7.17
4cps,-10.650,-0.141,-12.700,-8.177,-0.913,1.608,102,7,4,0,12,0,0.976,8.27
2y7z,-9.158,-0.112,-8.903,-5.663,-0.166,2.144,113,2,0,0,15,1,1.000,8.7
1gz4,-9.432,-0.041,-6.478,-1.840,-1.162,1.742,39,6,8,0,9,4,1.000,3.7
1d4y,-9.141,-0.126,-10.498,-6.792,-0.498,2.010,76,6,0,0,11,4,1.000,11.1
3po1,-7.869,-0.076,-6.742,-3.017,-0.249,1.742,76,3,0,0,12,1,1.000,4.02
4nwc,-9.306,-0.152,-7.654,-2.078,-1.162,0.804,50,8,6,0,5,1,1.000,5.76
3obx,-9.200,-0.052,-8.660,-5.190,-0.664,2.412,83,6,2,0,15,3,0.700,3.89
4p5z,-9.127,-0.121,-9.693,-5.668,-0.415,1.608,89,5,0,0,10,2,1.000,7.41
2vyt,-6.029,-0.122,-6.565,-1.398,-0.083,0.134,46,0,1,0,1,0,1.000,2.74
2q38,-8.472,-0.240,-8.100,-1.854,-1.162,0.134,36,4,10,0,1,0,1.000,5.23
3ebo,-7.404,-0.119,-7.476,-3.464,-0.000,1.206,111,0,0,0,8,1,1.000,4.72
5a2i,-8.487,-0.061,-7.976,-4.436,-0.332,2.010,90,4,0,0,11,4,0.769,5.06
4bao,-9.953,-0.141,-9.592,-4.565,-0.747,0.938,99,5,4,0,6,1,1.000,8.37
2zwz,-8.749,-0.222,-7.880,-1.634,-1.162,0.134,44,6,8,0,0,1,1.000,7.79
4aji,-8.638,-0.136,-7.671,-2.714,-1.079,1.340,41,0,13,0,10,0,1.000,3.55
3s78,-6.537,-0.165,-6.707,-1.393,-0.498,0.402,22,2,4,0,3,0,1.000,6.47
2qrp,-8.633,-0.115,-8.086,-4.080,-0.664,1.876,57,6,2,0,13,1,1.000,6.2
3fwv,-10.375,-0.114,-10.671,-5.178,-1.079,0.804,88,7,6,0,2,4,0.903,5.64
4wrb,-9.017,-0.155,-9.414,-4.132,-0.332,0.268,111,4,0,0,2,0,0.900,6.19
3p3g,-9.893,-0.167,-9.728,-4.567,-0.747,0.804,101,9,0,0,6,0,1.000,9.74
3vha,-7.067,-0.100,-7.905,-4.346,-0.083,1.742,71,1,0,0,10,3,0.905,7.4
3g19,-6.648,-0.084,-7.306,-2.962,-0.332,1.206,41,4,0,0,5,4,0.778,6.67
2qm9,-7.418,-0.134,-9.372,-5.628,-0.000,1.474,78,0,0,0,8,3,1.000,7.77
1h4w,-7.100,-0.122,-6.320,-1.593,-0.581,1.072,41,3,4,0,8,0,1.000,4.66
3uxl,-6.120,-0.157,-6.790,-1.374,-0.332,0.134,25,4,0,0,1,0,1.000,5.57
1yds,-7.622,-0.122,-7.421,-2.726,-0.415,0.938,60,1,4,0,7,0,1.000,5.92
1hpx,-9.546,-0.130,-11.199,-7.410,-0.581,2.010,93,3,4,0,14,1,1.000,11.26
1sl3,-8.877,-0.059,-7.405,-4.618,-0.249,2.680,92,3,0,0,19,1,1.000,11.85
1ec2,-9.851,-0.147,-13.466,-9.275,-0.581,1.608,101,7,0,0,10,2,0.976,10
1upf,-5.547,-0.013,-5.338,-0.892,-0.166,0.938,17,2,0,0,4,3,1.000,4.6
8a3h,-10.250,-0.165,-9.337,-2.995,-1.660,0.536,53,9,11,0,4,0,1.000,4.06
2i2c,-9.955,-0.096,-8.863,-3.638,-1.079,1.072,70,10,3,0,8,0,0.850,4.7
4dhl,-8.290,-0.174,-7.833,-1.957,-1.328,0.670,27,4,12,0,3,2,1.000,4.48
2v59,-7.624,-0.125,-7.978,-3.417,-0.415,1.072,56,5,0,0,5,3,1.000,7.74
2ot1,-6.238,-0.066,-6.879,-3.269,-0.000,1.608,65,0,0,0,5,7,0.941,4
4r76,-6.706,-0.084,-7.402,-3.543,-0.249,1.608,48,3,0,0,12,0,0.944,7.85
4g0p,-7.549,-0.065,-6.579,-1.603,-0.830,1.072,33,3,7,0,5,3,0.778,3.01
1vyg,-7.892,-0.181,-9.206,-4.326,-0.332,0.670,74,0,4,0,5,0,1.000,8
2c94,-10.822,-0.113,-8.827,-3.487,-1.328,1.206,73,14,2,0,9,0,1.000,6.82
2wva,-10.596,-0.076,-7.204,-2.566,-1.162,1.742,72,9,5,0,9,4,1.000,10.7
2r0z,-11.622,-0.091,-10.198,-6.415,-1.245,2.680,108,7,8,0,13,7,0.941,5.47
3vf7,-9.681,-0.124,-10.428,-7.073,-0.415,2.278,98,5,0,0,14,3,1.000,9.1
3el1,-10.193,-0.129,-11.790,-7.516,-0.664,1.608,105,8,0,0,10,2,0.947,9.64
2q2a,-10.474,-0.244,-8.146,-1.402,-1.660,0.134,48,9,11,0,1,0,1.000,7.41
3sha,-7.814,-0.103,-8.003,-3.876,-0.249,1.340,73,3,0,0,10,0,1.000,5.59
3ryv,-6.973,-0.141,-7.334,-2.288,-0.498,0.670,35,2,4,0,5,0,1.000,7.07
4u69,-8.440,-0.215,-7.580,-1.385,-1.245,0.268,31,3,12,0,1,1,1.000,4.26
2uyn,-6.652,-0.116,-6.029,-0.932,-0.415,0.536,31,1,4,0,2,2,1.000,2.7
3mdz,-7.688,-0.167,-7.896,-2.467,-0.747,0.536,37,3,6,0,4,0,1.000,9.1
4q4p,-7.834,-0.090,-7.291,-3.483,-0.332,1.742,81,4,0,0,8,5,0.938,6.39
1ppm,-9.078,-0.130,-10.664,-5.988,-0.664,1.206,76,8,0,0,8,1,0.966,5.8
3hvk,-12.307,-0.134,-10.715,-5.994,-1.245,1.742,131,10,5,0,9,4,0.963,8.52
3zdv,-9.042,-0.152,-9.007,-3.150,-1.577,0.938,29,8,11,0,7,0,0.938,5.48
1qb9,-8.438,-0.078,-8.086,-4.297,-0.581,2.010,70,3,4,0,13,2,0.774,7.44
3uxd,-6.187,-0.031,-5.561,-1.415,-0.000,1.072,58,0,0,0,3,5,1.000,4.41
2vl4,-8.948,-0.218,-7.615,-1.420,-1.245,0.268,41,6,9,0,1,1,1.000,6.01
4mo8,-5.926,-0.032,-5.732,-1.337,-0.249,1.072,16,3,0,0,6,2,1.000,8
1txr,-9.524,-0.167,-8.890,-3.397,-1.079,0.804,66,5,8,0,4,2,1.000,7.74
1ez9,-9.181,-0.058,-7.837,-4.852,-0.581,2.814,86,3,4,0,15,6,0.958,5.1
3a1e,-9.599,-0.064,-7.190,-2.552,-1.162,1.742,44,9,5,0,8,5,1.000,2.66
1owe,-7.383,-0.128,-8.036,-4.062,-0.498,1.742,51,2,4,0,11,2,1.000,6.2
1nw4,-8.258,-0.122,-7.537,-2.510,-0.747,0.938,51,6,3,0,5,2,1.000,9.07
3g2i,-8.001,-0.061,-6.324,-1.833,-0.747,1.474,34,7,2,0,9,2,1.000,4.86
4ibj,-7.066,-0.103,-9.113,-5.471,-0.166,1.742,66,1,1,0,11,2,0.962,4.33
3l6h,-7.436,-0.161,-6.508,-1.175,-0.249,0.134,65,2,1,0,1,0,1.000,5.4
1ii5,-8.154,-0.198,-7.199,-1.170,-1.079,0.268,23,7,6,0,2,0,1.000,6.62
4kz4,-7.075,-0.136,-7.391,-2.077,-0.498,0.402,41,6,0,0,3,0,1.000,4.15
4a6c,-9.739,-0.122,-11.791,-8.653,-0.332,2.412,122,4,0,0,17,1,0.953,7.92
3ppq,-6.209,-0.028,-5.416,-1.136,-0.000,0.938,45,0,0,0,7,0,1.000,4.55
4cp5,-8.515,-0.070,-7.101,-2.246,-1.245,1.608,31,2,13,0,7,5,1.000,3.34
1t31,-9.033,-0.092,-9.729,-5.487,-0.498,1.474,101,6,0,0,11,0,0.750,8.64
3npc,-10.636,-0.166,-11.697,-7.219,-0.332,1.072,143,4,0,0,7,1,1.000,8.34
4x6m,-9.928,-0.115,-9.596,-5.909,-0.747,2.278,91,9,0,0,14,3,0.963,8.24
4aj4,-6.822,-0.101,-7.346,-2.951,-0.249,1.072,53,2,1,0,5,3,0.857,3.89
3v7x,-7.298,-0.128,-8.423,-3.645,-0.498,0.938,43,2,4,0,7,0,0.882,8.57
